Protein	ctrl_CS52684_pos_SWATH-CS52684	ctrl_CS53088_pos_SWATH-CS53088	ctrl_CS53236_pos_SWATH-CS53236	ctrl_CS53827_pos_SWATH-CS53827	ctrl_CS53970_pos_SWATH-CS53970	ctrl_CS55606_pos_SWATH-CS55606	ctrl_CS55847_pos_SWATH-CS55847	ctrl_CS56148_pos_SWATH-CS56148	ctrl_CS56182_pos_SWATH-CS56182	ctrl_CS56422_pos_SWATH-CS56422	ctrl_CS56891_pos_SWATH-CS56891	ctrl_CS57315_pos_SWATH-CS57315_pos_SWATH	ctrl_CS58504_pos_SWATH-CS58504	ctrl_CS60089_pos_SWATH_2-CS60089_pos_SWATH	ctrl_CS60106_pos_SWATH-CS60106_pos_SWATH	ctrl_CS60365_pos_SWATH-CS60365	ctrl_CS60557_pos_SWATH-CS60557	ctrl_CS60976_pos_SWATH-CS60976	ctrl_CS61323_pos_SWATH-CS61323	ctrl_CS61791_pos_SWATH-CS61791	PCV_PH697021_pos_SWATH-PH697021	PCV_PH697025_pos_SWATH-PH697025	PCV_PH697026_pos_SWATH-PH697026	PCV_PH697043_pos_SWATH-PH697043	PCV_PH697053_pos_SWATH_2-PH697053	PCV_PH697071_pos_SWATH-PH697071	CNV_PH697072_pos_SWATH-PH697072	CNV_PH697073_pos_SWATH-PH697073	PCV_PH697085_pos_SWATH-PH697085_pos_SWATH	CNV_PH697097_pos_SWATH-PH697097	PCV_PH697098_pos_SWATH-PH697098	PCV_PH697111_pos_SWATH-PH697111	PCV_PH697115_pos_SWATH-PH697115_pos_SWATH	CNV_PH697119_pos_SWATH_2-PH697119	CNV_PH697122_pos_SWATH-PH697122	CNV_PH697129_pos_SWATH-PH697129	CNV_PH697140_pos_SWATH-PH697140_pos_SWATH	PCV_PH697141_pos_SWATH-PH697141	CNV_PH697146_pos_SWATH-PH697146_pos_SWATH	PCV_PH697154_pos_SWATH-PH697154_pos_SWATH	CNV_PH697159_pos_SWATH-PH697159	PCV_PH697165_pos_SWATH-PH697165_pos_SWATH	CNV_PH697172_pos_SWATH-PH697172	PCV_PH697182_pos_SWATH-PH697182	CNV_PH697184_pos_SWATH_2-PH697184	PCV_PH697186_pos_SWATH-PH697186	PCV_PH697187_pos_SWATH-PH697187	PCV_PH697206_pos_SWATH-PH697206_pos_SWATH	CNV_PH697211_pos_SWATH-PH697211	CNV_PH697215_pos_SWATH-PH697215	CNV_PH697217_pos_SWATH-PH697217	PCV_PH697247_pos_SWATH-PH697247_pos_SWATH	CNV_PH697253_pos_SWATH-PH697253	PCV_PH697257_pos_SWATH-PH697257	CNV_PH697272_pos_SWATH-PH697272	PCV_PH697285_pos_SWATH-PH697285	CNV_PH697287_pos_SWATH-PH697287_pos_SWATH	CNV_PH697289_pos_SWATH-PH697289	CNV_PH697291_pos_SWATH-PH697291	CNV_PH697338_pos_SWATH_2-PH697338	RT
0_C10H13N5O3^M+Na;C15H15NO2S^M+H;C9H17NO7^M+Na	11193.9	4775.3	4925.86	5084.6	5323.79	4945.92	9064.48	5876.33	9478.88	4368.09	7162.98	4533.31	5808.11	7647.92	9202.9	7581.6	10955.2	5727.28	4853.73	6363.74	11304.4	12532.6	7795.57	7671.92	1676.01	13345.5	10101.1	20172.0	9076.99	9836.03	4188.43	8420.95	7057.09	21764.7	6612.0	7857.83	8127.56	4125.38	427.139	6283.97	7033.42	9303.05	5265.74	7933.79	3500.85	7794.87	9634.29	13422.9	14202.8	13627.5	5420.05	13772.0	11493.5	20330.1	21215.7	12822.3	9506.1	10401.8	10655.5	5289.48	47.6421875
100_C12H21NO6^M+H	123049.0	147712.0	48099.7	143347.0	94870.9	65220.9	36101.2	26941.8	220980.0	100723.0	96080.5	98958.6	139880.0	135492.0	101003.0	2266.19	95501.7	154536.0	169380.0	96960.9	279573.0	115840.0	174427.0	170843.0	36712.6	196484.0	113845.0	195066.0	59676.3	123960.0	184451.0	66919.9	102521.0	341416.0	30643.9	35514.2	176116.0	86679.6	49370.9	128557.0	95148.8	189266.0	177290.0	184780.0	91079.7	34260.3	157164.0	221455.0	38503.4	124199.0	91217.7	98024.5	63466.7	280597.0	102990.0	158208.0	58366.2	157246.0	31373.2	107359.0	119.042546875
102_C12H22O2Si2^M+H;C13H18O5^M+H	89671.4	29161.6	31772.4	17090.7	10473.0	54159.0	6192.68	18500.5	30077.0	46008.0	31987.5	22128.4	48834.5	16561.2	14824.7	9031.06	29175.9	31497.5	155423.0	3621.32	64607.3	31524.9	10842.0	11663.8	18740.0	122810.0	79415.3	12869.3	14430.0	9682.14	10129.0	13777.6	13901.4	34342.0	80340.0	33909.5	45409.4	37624.5	25336.0	69553.2	38206.6	77657.4	47577.9	115246.0	18520.1	20485.8	58598.0	40764.3	8959.21	57067.5	23355.4	13811.8	19717.9	20049.3	12939.2	10389.1	17397.1	13500.7	16372.7	66132.0	692.312625
104_C12H22O2^M+H	10447.2	3848.17	3280.95	3633.88	242.763	6574.9	5579.23	8844.35	382.98400000000004	6448.66	377.083	1022.6	6426.15	244.252	9328.24	5286.68	1312.18	483.74699999999996	993.445	5151.0	3405.83	8336.45	3123.84	709.3910000000001	4723.71	7670.62	3828.21	4999.93	6404.86	276.92	4850.51	6841.03	5904.51	5736.62	7520.89	6927.81	5221.91	463.001	13369.1	1157.89	6491.62	8683.49	6252.65	8718.17	833.6010000000001	5371.63	4367.44	6957.38	5722.74	7126.11	5655.24	8071.44	4816.71	6371.85	707.819	6954.0	11114.0	4505.97	5661.59	6147.4	991.583703125
106_C12H22O5^M+Na;C14H20O5^M+H	721123.0	247205.0	280943.0	361049.0	197433.0	312246.0	169618.0	305940.0	315393.0	584160.0	205538.0	365934.0	357408.0	179388.0	228115.0	152095.0	291875.0	341991.0	593570.0	154172.0	606972.0	644157.0	96530.9	187613.0	137940.0	490886.0	637716.0	179864.0	322903.0	200962.0	154660.0	348188.0	301023.0	276889.0	671330.0	447789.0	386092.0	348022.0	353141.0	311513.0	302918.0	558045.0	683972.0	726013.0	269766.0	421020.0	459239.0	518636.0	203886.0	804257.0	301054.0	499564.0	320238.0	193918.0	164560.0	215456.0	351000.0	360806.0	477391.0	308531.0	819.408875
108_C12H23NO4^M+H	30878.2	22139.6	55875.2	18408.8	13466.5	15561.5	36086.4	71548.8	48436.1	29875.0	17916.0	43766.0	56408.5	20625.4	21510.0	17248.9	47920.6	46845.9	17950.4	14407.9	78272.6	33718.0	11026.6	44395.3	32234.5	23595.9	38262.9	39380.9	35560.6	13957.7	32008.4	66481.6	18723.8	27132.2	54362.4	37044.2	59528.2	29697.2	35273.0	27483.9	228968.0	81686.9	24336.9	88349.3	12701.1	17808.0	34093.4	13272.1	21468.2	64114.0	18245.6	54904.0	33105.0	27253.5	45389.2	64873.7	45933.5	27076.9	39127.4	28387.5	348.39639062500004
10_C10H18N2O5^M+H;C13H20O3^M+Na	2375.77	3899.91	2896.31	4231.6	4615.67	2170.33	4692.36	6116.3	6717.72	4690.0	5564.46	2299.34	6230.48	1836.88	5423.15	3722.77	2504.7	5752.01	4420.15	2917.35	14377.8	5322.64	7329.53	18123.9	12174.6	6722.44	8622.79	7431.71	6084.81	2109.51	8466.77	11986.6	1207.29	9917.97	9198.56	8243.76	2036.98	3999.76	5306.65	3929.53	3436.41	8336.08	3962.26	8582.06	6765.5	11389.5	2679.54	5333.37	4277.22	4163.3	4205.1	12165.6	8916.51	6368.61	4757.93	17836.7	22285.3	25752.8	19899.5	7981.82	148.378109375
110_C12H23NO5^M+H	19442.5	5442.84	5521.32	14670.5	5787.31	6493.81	9033.02	8519.32	11503.5	8200.39	445.30199999999996	13971.5	18181.4	7063.84	9133.87	5638.29	7058.91	8019.71	7982.32	5498.53	8123.1	10863.4	7166.93	6587.03	5712.56	12649.6	18710.9	7659.25	11472.8	9718.57	10856.6	10107.8	15797.6	16140.4	29491.1	7067.23	11748.5	6661.67	20891.2	16003.2	5960.97	16149.5	18078.6	17724.4	7435.05	12521.2	6697.94	8168.02	9543.72	12656.5	11637.5	10038.8	13799.2	242.6	11861.5	8017.19	8702.8	13031.7	9172.98	19010.4	129.19215625
112_C12H24N2O3^M+Na;C19H22O^M+H;C14H22N2O3^M+H;C14H28O2^M+K;C17H24O^M+Na	199114.0	142.24	75.3299	312.95599999999996	56.8862	56.9009	965.2560000000001	23.4591	1417.1	85.2978	56.9289	56.924	458526.0	56.896	56.9009	199707.0	332917.0	160.50799999999998	85.344	280.003063201904	56.000640869140604	2088.94897460938	257568.0	113.764	56.8219	308430.0	132719.0	256311.0	38.477	113.726	285.159	360064.0	56.896	56.8302	85.344	137.2	199.108	5.012	1330.75	5.02189	56.9191	85.2418	61.8701	113.792	112.00128173828101	383926.0	91.4477	392917.0	328350.0	113.708	436388.0	879.3480000000001	33.5061	180.702	85.4	952.0112266540531	90.2769	90.3511	708.7769999999999	170.688	266.42046875
114_C12H24N2O7^M+K;C15H17F3N2O4^M+H;C22H18O4^M+H;C17H24O5^M+K;C13H25O7P^M+Na;C17H18N2O6^M+H;C20H20O4^M+Na	1892.8	2627.41	2374.47	3448.68	3034.33	2346.98	2810.31	5243.02	2233.81	7298.03	3025.14	3068.1	3065.91	3543.11	1180.88	1583.49	4555.75	1951.78	2206.12	3972.49	10912.7	7365.92	4681.22	5418.63	7306.39	5535.28	5790.39	11912.7	6123.5	8034.53	5531.63	5581.75	4586.33	3225.86	9445.96	5202.55	6166.01	8275.47	7087.78	12824.1	6823.49	6039.15	6277.5	5962.63	4427.2	1180.11	3041.72	3656.52	6909.38	6225.67	10095.3	4796.84	1487.52	3314.76	5403.4	6825.8	5493.68	18760.9	5983.69	2800.16	435.29193749999996
116_C12H25N3O3^M+K;C15H21N3O2^M+Na;C10H21N5O4^M+Na	14236.1	12557.3	5450.09	8445.02	7633.1	4747.14	566.37	6695.93	10538.2	7871.61	880.163	1243.27	9609.51	7317.48	15655.1	6876.03	12613.3	1723.35	11652.4	8985.93	7017.6	12610.7	24853.2	453.705	6611.46	8261.49	7088.25	25546.9	5982.63	764.043	18538.4	13389.4	7615.77	30902.1	16446.0	16652.2	14076.1	20130.8	12548.7	6432.05	8621.68	17054.1	10810.5	21984.1	28047.8	8632.41	9141.3	7346.89	6570.79	11244.3	8025.81	16695.4	8755.58	10441.9	28297.9	23793.3	8631.63	6532.27	8595.95	6007.45	55.7330296875
118_C13H16N2^M+K;C10H18NO3^M+K;C12H14O5^M+H	925709.0	691069.0	343766.0	224026.0	387326.0	648190.0	361320.0	259975.0	372392.0	460279.0	236458.0	408394.0	440432.0	253169.0	413892.0	175170.0	602178.0	568430.0	611745.0	301696.0	714146.0	558162.0	127879.0	475244.0	403043.0	582312.0	710866.0	277743.0	492976.0	532211.0	360307.0	387260.0	482343.0	607961.0	406919.0	651781.0	481701.0	848850.0	522075.0	430016.0	711218.0	764549.0	790404.0	715453.0	286109.0	311583.0	416680.0	806636.0	557162.0	498520.0	423275.0	675581.0	285093.0	476924.0	21170.4	476179.0	943426.0	277194.0	353074.0	442413.0	553.05146875
120_C13H16O13S^M+H;C15H18O11^M+K;C19H18O6S^M+K;C11H19O13P^M+Na;C15H25O4Cl3^M+K;C22H14O6^M+K	673.383	6844.7	3863.25	9123.1	27644.4	3555.05	3058.63	4745.94	44377.6	693.373	56.896	20931.3	15241.1	9170.56	5134.85	31603.0	1330.01	21429.0	6165.57	1874.52	1906.21	30735.1	4214.71	32479.6	244.96099999999998	774.35	5874.42	2815.58	27818.0	10565.7	7466.44	528.939	31614.4	6225.53	66071.7	51404.8	0.0	275.815	6293.36	3679.82	4893.6	18578.2	3262.53	16909.3	1404.45	7275.1	9461.94	1373.24	14329.7	39208.5	1159.44	555.822	1056.07	21933.3	56.896	11943.6	11763.8	398.05	1778.31	2545.57	384.49985937499997
122_C13H17NS^M+H;C8H15N5O^M+Na;C10H13N5O^M+H;C9H17NO5^M+H	5082.46	1920.35	3889.76	4598.25	3593.95	8049.65	4597.35	4879.19	6982.83	5124.95	3805.3	4668.91	5819.93	4409.37	4144.3	17391.8	2963.46	16701.6	4339.03	13499.4	6829.55	7052.02	5438.35	3904.39	15496.2	9470.56	16011.5	10481.8	20878.6	2886.27	10075.1	9775.38	5185.51	6456.52	5076.43	7428.05	22385.9	4486.8	21440.2	7318.47	7526.75	6929.32	8356.34	4860.32	6118.65	1768.32	7031.18	3749.71	3972.58	11922.8	4342.01	7988.62	4989.18	3727.04	7381.85	22561.1	5120.32	6485.45	16293.2	7194.14	248.4165625
124_C13H22O4^M+Na;C15H20O4^M+H	7988.03	8623.75	5564.88	22535.1	12793.6	18854.5	24593.1	15614.1	14989.8	16709.4	14325.7	15497.1	11816.1	19835.3	19226.1	30940.9	19710.0	4696.93	10867.4	16944.0	8512.41	6568.38	880.079	8236.83	12357.5	766.203	15046.6	4935.5	9672.07	8546.58	12826.5	16402.9	7442.39	10553.0	33904.4	23242.8	15232.3	15115.1	748.7180000000001	1659.27	18810.5	17445.5	8827.03	19685.3	9781.52	7325.32	16172.1	6830.17	1560.31	15238.6	10613.6	7174.81	19643.4	512.008	12886.0	12582.3	8776.23	397.936	23974.6	55663.6	718.983890625
126_C13H23NO6^M+H	5436.68	2663.41	3772.26	3333.81	1908.96	4535.75	3174.31	4210.22	2914.68	10481.3	3032.0	2219.92	12342.2	2657.45	3251.97	29531.3	11786.2	7498.27	6537.08	2859.29	7293.16	3078.06	1761.9	5496.61	4877.94	8145.24	3489.11	11462.3	2008.67	4826.09	6063.05	5277.65	2101.54	2505.29	5505.77	12370.6	3621.19	2490.92	14409.7	3516.22	1249.63	6726.7	6235.51	4570.87	3314.18	5654.95	5638.32	1533.58	10571.1	16639.2	6072.74	1353.97	2210.55	2130.56	5344.1	368.95300000000003	460.37	7246.35	7363.96	7256.44	207.244453125
128_C13H25NO3^M+H	13747.9	20146.8	16545.2	12599.0	9960.11	13615.9	16613.1	12473.9	11847.6	11276.0	13064.9	16589.4	12235.2	12622.3	14076.8	15557.2	13715.8	9595.35	12711.7	14280.2	8932.56	14480.0	12581.9	17970.1	18097.7	13403.6	13851.5	17245.1	17116.4	13883.8	16204.1	8158.51	12512.1	15456.2	24867.9	16655.1	10301.6	14198.4	14049.0	25284.5	12527.7	15785.2	15259.5	12091.2	13397.1	14004.7	12024.2	12191.3	8117.96	12468.3	11067.3	12301.2	31877.1	13524.9	11054.2	5138.08	10028.3	11787.4	9248.42	18828.1	714.3183750000001
12_C10H18O3^M+Na;C12H16O3^M+H	63453.0	25744.3	22090.1	26077.7	26216.2	33414.0	14730.5	43230.7	30898.5	50758.5	22274.2	40839.4	29020.8	15242.2	19483.2	15699.7	24193.6	33781.3	63911.1	15629.5	50498.6	53060.6	8837.5	20169.4	16229.7	58958.1	61561.2	15957.2	21276.8	16402.1	9984.74	37302.4	27786.5	21958.9	84781.3	43037.5	29695.5	39513.5	22619.2	26717.3	24299.5	58512.5	71401.4	76548.8	26559.5	38236.4	46112.5	48353.8	14305.1	88938.6	30741.8	33512.0	27002.8	21509.9	14942.7	16334.4	24857.5	36055.1	38888.4	23478.3	819.4033281249999
130_C13H25NO4^M+H	19078.7	39812.4	52364.8	33478.6	38142.3	50966.7	23712.4	156768.0	47475.6	27356.5	65590.8	56535.1	49805.1	28868.4	44396.8	51388.8	25510.5	42281.8	13754.3	41080.0	42660.2	96110.5	43650.2	57856.8	53818.1	88663.4	32118.9	53232.0	21822.9	31968.9	100401.0	51794.3	12113.9	26450.3	51516.3	15730.7	41278.4	56336.8	60473.6	56363.8	52587.6	42259.6	41858.7	41867.5	66619.9	30283.9	25990.3	33207.7	74361.0	33306.1	59189.7	38284.5	24832.8	25705.5	61364.7	71389.0	21037.6	26526.4	80118.3	42370.5	485.74764062500003
132_C14H12O3^M+K	20411.2	9441.31	1730.17	7374.92	3245.08	7043.53	14981.8	10904.3	13213.2	5565.51	13627.6	8401.04	4222.26	12238.9	9534.95	9834.04	9872.15	13577.7	8460.83	9539.09	12522.3	10510.2	11076.0	3291.92	14863.9	11192.3	10328.9	5162.5	8112.39	7604.38	8345.15	14451.6	11910.9	13323.7	8386.93	397.88	19410.8	15528.0	13845.4	16386.3	3186.71	20876.2	8224.96	11213.1	2159.02	7985.12	15846.0	9941.88	7691.02	11585.4	1392.68	24839.1	12690.6	12834.4	17240.3	18030.9	14266.7	7341.12	13176.2	8841.58	346.862890625
134_C14H16N2O6^M+Na;C13H18N2O6S^M+H;C12H16N6O3^M+K;C16H20O5^M+K;C19H16O4^M+Na	1026480.0	107.009	6.86	113.82	56.9173	163.80700000000002	6.87352	1201160.0	280.003204345703	56.8748	56.9308	56.868	56.868	35.336	1713070.0	106.973	56.812	56.868	56.812	92.176	56.896	56.896	113.695	100.11399999999999	56.896	2004630.0	1883.02054214478	56.896	28.392	113.65100000000001	1894910.0	1580180.0	28.42	56.924	922230.0	56.784		56.896	63.7493	56.784	6.832000000000001	112.00128173828101	56.896	35.308	85.37200000000001	1073830.0	718801.0	280.004291534424	113.79899999999999	131863.0	35.2655	56.924	35.2587	50.0148	56.9173	56.000640869140604	56.896	1327290.0	56.81100000000001	56.9173	503.50207812499997
136_C14H17F3N2O3^M+H;C16H24O4^M+K;C19H20O3^M+Na	3962.75	22876.7	17794.5	12503.7	117121.0	22594.6	29153.7	34487.6	5882.67	40027.2	20490.3	21201.5	21979.6	28177.9	5884.02	3618.54	38397.6	5479.49	10603.7	15740.6	31774.6	59165.4	46108.5	39728.8	55806.2	32869.7	23024.5	19088.0	35374.4	22356.6	12391.9	39181.2	38132.2	17383.9	41476.6	33247.0	15089.3	31411.4	46298.3	102713.0	38259.2	23237.9	44386.1	34427.3	15218.3	3505.64	14232.9	26028.0	83841.7	14323.8	36089.8	15501.7	6504.35	16542.2	42779.0	12939.3	27174.7	8059.44	20882.8	35964.8	599.1365781249999
138_C14H17F3N2O3^M+H;C16H24O4^M+K;C19H20O3^M+Na	10490.4	42344.0	45736.9	33815.0	105768.0	61240.2	20635.5	84918.9	20659.9	146938.0	61118.9	42808.5	61110.5	61198.3	12520.6	10313.4	59431.0	15100.1	23271.0	33062.5	66943.1	129021.0	86772.1	99169.8	130534.0	86059.7	46971.6	24443.4	67682.1	47464.2	18861.6	55436.5	80987.5	29488.9	62855.0	95691.8	37481.5	77221.0	98083.1	207981.0	82773.8	46248.0	105237.0	77241.5	38948.6	6534.31	38959.2	54801.2	88599.3	34111.0	100527.0	27598.2	17591.3	49208.1	39058.2	34341.1	57226.4	23267.8	49741.5	25455.1	562.5468906250001
140_C14H17N5O8^M+H;C17H19N3O6^M+Na	4710.43	22353.2	20345.1	33266.3	17921.2	16092.7	18134.8	34320.7	14362.8	11790.1	13740.5	12852.9	46822.9	12158.0	17837.9	20448.3	15179.2	13034.6	18188.3	14657.5	30864.3	26387.3	15229.7	12553.4	27209.7	23442.1	23755.4	14910.0	23742.4	25643.5	29277.9	22005.1	16335.8	11250.3	27835.7	29311.6	18333.2	12315.3	23035.5	22416.4	18466.3	22921.1	15615.0	21833.2	22419.2	26582.4	19282.3	7054.88	12355.3	49125.5	24374.8	11560.4	14601.0	10029.3	22032.1	16846.7	23361.7	31662.1	13058.5	14085.8	276.45071875
142_C14H17NO7^M+H;C11H21NO7S^M+H;C15H19N3O2^M+K;C17H20ClNO^M+Na	10491.5	9398.75	7661.37	10346.2	9431.42	5931.41	16222.0	11361.7	15657.1	6840.07	8691.59	12738.4	14876.2	10023.1	18337.8	6352.55	13171.1	18448.2	16360.2	10903.4	26860.3	15962.2	8704.85	12624.5	14462.0	16555.1	17266.4	30046.3	14223.0	17232.7	8315.89	23615.8	12890.5	35711.2	14517.0	11704.0	17592.1	7457.36	7903.02	7324.49	13261.2	29067.2	15388.8	22898.7	10138.8	9714.77	12910.4	20627.4	13664.8	17742.6	14004.9	38617.2	13057.6	34820.5	26771.5	18621.5	19620.1	14591.5	14753.9	9605.41	121.797859375
144_C14H18N2O4^M+Na;C16H22O3^M+K;C11H22N2O4S^M+Na;C19H18O2^M+Na	2104.21	13602.6	5827.44	8016.66	33163.1	7083.57	7108.8	31574.6	4982.88	58279.2	11402.3	16988.9	8510.05	9019.63	2898.71	7541.93	14733.6	2996.98	3109.59	5934.7	17906.7	19479.5	28652.9	25440.4	74896.2	38739.9	21553.6	14959.8	28713.6	19210.4	10877.1	20615.6	31328.2	9590.52	32483.5	28503.6	9168.6	30072.5	18092.3	40671.2	8896.38	12497.9	44605.4	15917.1	8451.05	932.41	9201.03	20378.8	20556.4	9368.15	13125.2	6367.53	6008.25	21473.5	16212.5	16261.8	25552.5	13978.1	6794.79	6552.99	630.044875
146_C14H18N2O4^M+Na;C11H22N2O4S^M+Na;C16H22O3^M+K;C19H18O2^M+Na	13243.8	50488.7	47645.2	36538.8	122404.0	58059.9	24738.6	68232.0	23197.7	136348.0	47838.3	38058.1	54616.5	53379.1	14595.2	8858.8	56077.9	18445.1	26755.5	30259.3	68487.6	155335.0	79455.1	104795.0	137864.0	107002.0	54821.2	20126.3	78427.6	58881.9	23815.5	92620.6	88031.5	36084.5	72237.6	77754.6	41814.4	81254.1	123803.0	238648.0	83414.2	53377.4	94394.5	73672.0	37614.8	8796.36	29344.9	64765.9	90244.8	31635.3	105775.0	36088.1	19524.6	44335.9	39509.9	30753.8	57520.6	25757.2	59341.5	35117.3	573.811703125
148_C14H18O7^M+K;C17H14O6^M+Na	125835.0	103802.0	163927.0	82169.1	136732.0	64145.6	74953.2	94773.0	111904.0	90364.7	124820.0	106162.0	110237.0	102762.0	160409.0	105944.0	92454.8	107588.0	98518.7	160461.0	186841.0	173224.0	104533.0	75722.8	82680.5	140478.0	76333.3	142635.0	138209.0	94518.7	98015.1	128512.0	129083.0	97019.1	210358.0	128505.0	159457.0	94288.7	81237.8	147095.0	224556.0	170222.0	131826.0	78405.2	68584.2	118374.0	78278.8	80275.1	175201.0	158678.0	117259.0	112397.0	115306.0	121965.0	79385.5	75094.4	92570.6	88989.5	96834.3	108302.0	72.894375
14_C10H18O5^M+Na;C8H18N4O2^M+K;C12H16O5^M+H	1378480.0	998646.0	651873.0	405561.0	431676.0	1073990.0	458082.0	572919.0	820536.0	841401.0	428872.0	862757.0	1331010.0	365696.0	567714.0	292006.0	895057.0	797842.0	869871.0	343898.0	1102770.0	933910.0	202969.0	459114.0	283327.0	1038760.0	1172080.0	381564.0	851859.0	519014.0	510876.0	324747.0	882085.0	622830.0	945866.0	1176220.0	834221.0	895215.0	924647.0	1193030.0	833764.0	1092840.0	1264980.0	1446110.0	363887.0	470572.0	685992.0	806221.0	518514.0	1201210.0	706281.0	693334.0	345726.0	495134.0	39032.2	401280.0	815610.0	474674.0	566578.0	1308740.0	733.625484375
150_C14H19N5O4^M+Na;C15H21NO8^M+H	2684.88	16065.5	1931.85	4558.6	1505.61	4650.73	6424.15	12021.8	10292.3	12688.0	6880.21	6634.7	4866.2	4663.02	6576.41	793.757	12715.4	7413.33	6607.8	12033.6	17663.1	3032.3	7519.98	1423.02	6255.17	85278.8	7998.73	8245.84	3888.55	10190.7	4916.21	5365.38	90200.7	7060.84	13240.4	1335.26	6115.37	2486.88	4931.53	1214.16	2522.86	3996.93	9040.23	7458.19	1884.76	4703.61	8443.57	6241.85	2430.12	1476.76	4228.52	24448.8	8705.92	5327.07	16313.1	7361.16	710.692	3246.45	7704.82	1489.95	107.1267328125
152_C14H19NS^M+H;C10H19NO5^M+H	1955.76	4966.62	72.13	3157.38	1142.95	3081.88	1357.82	56.896	1756.23	2684.53	459.286	1857.15	4153.23	3157.35	5092.64	7131.78	624.5880000000001	7444.4	1852.44	2051.1	56.924	1100.42	56.924	341.066	3848.28	762.6110000000001	4327.32	3197.75	4992.66	1204.86	1576.75	1644.26	493.885	800.005	3932.79	786.235	2633.15	742.9780000000001	10736.2	1918.79	759.717	4199.81	3740.71	1828.85	293.166	1143.22	1634.79	800.918	661.558	9604.72	511.44199999999995	1420.14	133.388	56.868	1849.85	2606.74	730.83	653.923	56.896	1821.36	378.78268749999995
154_C14H22ClN3O2^M+H	56.952	107.588	50.5523	56.8557	113.72399999999999	672.0082473754879	142.296	142.128	158.05700000000002	22.2259	56.896	91.53200000000001	448.005126953125	113.792	56.896	113.66799999999999	107.57	34.6141	50.7115	113.92	56.812	343026.0	232478.0	229578.0	28.42	381000.0	266733.0	407973.0	170.67	5784.67	50.6178	170.74400000000003	34.6736	8038.05	107.426	3008.04	91.5101	556654.0	274209.0	371201.0	1049.01	292511.0	303682.0	56.8899	349054.0	339030.0	84363.1	352248.0	330695.0	66932.2	332721.0	50.6861	38271.4	16857.7	258221.0	443177.0	28.448	3913.55	56.8277	113.82	453.556203125
156_C14H22O7^M+H;C15H18N4O3^M+H;C15H22NO4^M+Na	2359.14	2517.27	3368.89	1100.89	1240.02	1105.13	2083.69	1644.12	2733.34	3203.74	2381.17	5344.38	2008.48	1233.16	1547.55	4831.49	3092.35	1967.74	1113.44	767.068	2621.42	4975.73	34.6579	1249.84	699.7280000000001	1380.78	896.238	1684.55	120.00200000000001	1035.69	56.9022	158.225	581.889	7395.73	56.896	2736.5	2963.42	113.836	1536.74	3349.67	2735.71	7703.84	1648.67	4704.51	3659.48	2609.66	2812.41	3057.28	2657.4	4610.6	4470.46	1305.61	56.9083	9301.45	3799.37	807.4892311765441	2501.33	2101.55	1048.22	2976.58	124.0739078125
158_C14H22O^M+Na;C11H20N2O3^M+H	26886.9	26099.3	15164.1	41978.9	17187.1	27263.0	24853.7	42199.7	18246.1	21337.3	20291.7	22846.3	51831.3	25530.7	31161.9	30338.9	22143.6	33414.5	22871.6	22991.2	37721.8	20240.6	17072.1	14172.0	21350.6	25359.0	27864.9	56563.9	40874.9	17530.0	17978.7	28902.8	11598.4	14211.4	49534.8	28782.4	25100.0	16755.1	26429.2	25996.8	33699.3	35922.8	29149.7	54985.2	19143.4	21307.2	27194.5	20464.5	29264.3	34465.2	44382.1	32980.8	16451.9	20582.1	27413.4	17057.4	37967.1	22783.2	18363.1	27152.9	126.98196875000001
160_C14H22O^M+Na;C11H20N2O3^M+H	65399.4	43328.2	32410.6	77079.8	34351.9	52756.7	34852.6	48266.6	33576.3	38801.1	29263.3	42004.5	43455.5	35313.0	30502.5	66728.6	40240.1	39479.5	42228.6	42791.9	48297.2	51251.9	31886.8	36417.7	31315.8	55810.8	62635.6	59486.2	68819.6	23334.7	33260.9	71796.5	29198.4	20695.1	64387.7	62443.6	55706.6	31332.3	35944.3	51333.6	48925.3	47941.8	47225.4	60485.4	29498.4	36092.9	59710.4	37247.7	58588.7	100293.0	43278.4	34017.7	31368.2	43676.1	64379.5	30131.7	56682.4	44042.8	54892.4	37420.4	55.386657812500005
162_C14H23NO4^M+Na;C16H22ClN3^M+H;C15H19N5^M+Na;C16H21NO4^M+H	1831.25	2084.08	642.5369999999999	591.898	3258.03	2122.72	1562.78	3804.32	1191.85	1385.7	224.00256347656202	2512.73	1543.94	1479.92	198.951	4095.51	420.733	1199.24	1508.48	2786.38	1830.78	3410.24	773.194	28.392	56.8735	466.435	3748.11	56.8849	2163.05	1942.69	2364.55	1788.64	552.2330000000001	56.8735	294.582	255.847	5.62246	1637.24	3789.84	5.6	2183.46	2209.01	847.1460000000001	56.924	0.0	2178.41	835.579	85.3329	3330.04	3987.48	3207.27	3133.44	2101.48	3959.5	818.23	2507.41	994.39	56.896	1510.48	1937.51	308.546921875
