Protein	Peptide	ctrl_CS52684_pos_SWATH	ctrl_CS53088_pos_SWATH	ctrl_CS53236_pos_SWATH	ctrl_CS53827_pos_SWATH	ctrl_CS53970_pos_SWATH	ctrl_CS55606_pos_SWATH	ctrl_CS55847_pos_SWATH	ctrl_CS56148_pos_SWATH	ctrl_CS56182_pos_SWATH	ctrl_CS56422_pos_SWATH	ctrl_CS56891_pos_SWATH	ctrl_CS57315_pos_SWATH-CS57315_pos_SWATH	ctrl_CS58504_pos_SWATH	ctrl_CS60089_pos_SWATH_2-CS60089_pos_SWATH	ctrl_CS60106_pos_SWATH-CS60106_pos_SWATH	ctrl_CS60365_pos_SWATH	ctrl_CS60557_pos_SWATH	ctrl_CS60976_pos_SWATH	ctrl_CS61323_pos_SWATH	ctrl_CS61791_pos_SWATH	PCV_PH697021_pos_SWATH	PCV_PH697025_pos_SWATH	PCV_PH697026_pos_SWATH	PCV_PH697043_pos_SWATH	PCV_PH697053_pos_SWATH_2	PCV_PH697071_pos_SWATH	CNV_PH697072_pos_SWATH	CNV_PH697073_pos_SWATH	PCV_PH697085_pos_SWATH-PH697085_pos_SWATH	CNV_PH697097_pos_SWATH	PCV_PH697098_pos_SWATH	PCV_PH697111_pos_SWATH	PCV_PH697115_pos_SWATH-PH697115_pos_SWATH	CNV_PH697119_pos_SWATH_2	CNV_PH697122_pos_SWATH	CNV_PH697129_pos_SWATH	CNV_PH697140_pos_SWATH-PH697140_pos_SWATH	PCV_PH697141_pos_SWATH	CNV_PH697146_pos_SWATH-PH697146_pos_SWATH	PCV_PH697154_pos_SWATH-PH697154_pos_SWATH	CNV_PH697159_pos_SWATH	PCV_PH697165_pos_SWATH-PH697165_pos_SWATH	CNV_PH697172_pos_SWATH	PCV_PH697182_pos_SWATH	CNV_PH697184_pos_SWATH_2	PCV_PH697186_pos_SWATH	PCV_PH697187_pos_SWATH	PCV_PH697206_pos_SWATH-PH697206_pos_SWATH	CNV_PH697211_pos_SWATH	CNV_PH697215_pos_SWATH	CNV_PH697217_pos_SWATH	PCV_PH697247_pos_SWATH-PH697247_pos_SWATH	CNV_PH697253_pos_SWATH	PCV_PH697257_pos_SWATH	CNV_PH697272_pos_SWATH	PCV_PH697285_pos_SWATH	CNV_PH697287_pos_SWATH-PH697287_pos_SWATH	CNV_PH697289_pos_SWATH	CNV_PH697291_pos_SWATH	CNV_PH697338_pos_SWATH_2	RT
C28H48O5^M+K;C31H44O4^M+Na;C24H49O7P^M+Na;C29H46F2O2^M+K	221.138366699219	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1591.955	0.0	0.0	553.2715	0.0	4905.4683	602.42285	0.0	579.1038	547.1818	606.83887	806.7961	0.0	0.0	0.0	908.8853	514.4540000000001
C28H48O5^M+K;C31H44O4^M+Na;C24H49O7P^M+Na;C29H46F2O2^M+K	265.16448974609403	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1056.2004	0.0	0.0	606.8826	0.0	3252.34	301.77335	0.0	481.52606	258.07495	525.5744599999999	503.491	0.0	0.0	0.0	558.6976	514.4540000000001
C28H48O5^M+K;C31H44O4^M+Na;C24H49O7P^M+Na;C29H46F2O2^M+K	503.308227539062	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11199.428	0.0	0.0	5625.6	0.0	18704.98	6261.066999999999	0.0	5987.2563	5687.7	7076.3228	8711.697	0.0	0.0	0.0	7695.4746	514.4540000000001
C40H76NO9P^M+K;C43H72NO8P^M+Na;C45H70NO8P^M+H	767.464752197266	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9330.945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17737.129	16739.64	7016.1675	0.0	6585.191999999999	11156.917	9030.548	6908.2993	6241.0015	9030.755	5070.799	8377.562	15949.862	5272.477	10724.597	10894.573	10022.961	585.4035
C40H76NO9P^M+K;C43H72NO8P^M+Na;C45H70NO8P^M+H	784.494903564453	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27940.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42071.527	45022.95	22583.112999999998	0.0	23468.832000000002	0.0	28160.975	0.0	23167.701	26745.882999999998	21180.5	29684.805	41844.484	20963.36	33733.41	33846.742	34777.992	585.4035
C31H59O8P^M+Na;C33H57O8P^M+H;C35H58O6^M+K;C40H52O5^M+H;C33H56O10^M+H	219.12194824218798	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	479.2363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	198.32304	0.0	0.0	350.22562	221.84364	280.60052	0.0	70.2553	0.0	0.0	233.7628	0.0	250.80298	169.25882	0.0	670.018
C31H59O8P^M+Na;C33H57O8P^M+H;C35H58O6^M+K;C40H52O5^M+H;C33H56O10^M+H	221.13865661621102	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	849.8619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	293.6511	0.0	0.0	240.18971000000002	701.66626	495.71652	0.0	293.1235	0.0	0.0	398.7767	0.0	310.7684	304.88638	0.0	670.018
C31H59O8P^M+Na;C33H57O8P^M+H;C35H58O6^M+K;C40H52O5^M+H;C33H56O10^M+H	265.16270446777304	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	603.2043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	179.5241	0.0	0.0	154.10676999999998	366.05984	320.05962999999997	0.0	134.8999	0.0	0.0	366.0608	0.0	218.396	193.20798	0.0	670.018
C31H59O8P^M+Na;C33H57O8P^M+H;C35H58O6^M+K;C40H52O5^M+H;C33H56O10^M+H	309.190460205078	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	467.4398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	180.3163	0.0	0.0	139.08995	194.22623000000002	291.09186	0.0	193.8539	0.0	0.0	332.81805	0.0	215.21233999999998	166.40948	0.0	670.018
C31H59O8P^M+Na;C33H57O8P^M+H;C35H58O6^M+K;C40H52O5^M+H;C33H56O10^M+H	353.217712402344	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	492.57578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	192.72742	282.05768	318.8264	0.0	118.92953	0.0	0.0	237.32742000000002	0.0	325.85983	170.42944	0.0	670.018
C31H59O8P^M+Na;C33H57O8P^M+H;C35H58O6^M+K;C40H52O5^M+H;C33H56O10^M+H	397.244781494141	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	699.8752400000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	157.65476999999998	0.0	0.0	204.10509	369.49765	581.49255	0.0	141.46584	0.0	0.0	291.37863	0.0	362.04400000000004	290.95682	0.0	670.018
C31H59O8P^M+Na;C33H57O8P^M+H;C35H58O6^M+K;C40H52O5^M+H;C33H56O10^M+H	441.269714355469	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	373.1216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	182.77817	0.0	0.0	199.39421000000002	199.09578	223.5755	0.0	49.699482	0.0	0.0	0.0	0.0	190.64038	108.005775	0.0	670.018
C31H59O8P^M+Na;C33H57O8P^M+H;C35H58O6^M+K;C40H52O5^M+H;C33H56O10^M+H	485.296249389648	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1145.0974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	434.39038	0.0	0.0	452.12274	499.73062000000004	700.2796599999999	0.0	34.85051	0.0	0.0	612.8403	0.0	703.8589	416.65117999999995	0.0	670.018
C31H59O8P^M+Na;C33H57O8P^M+H;C35H58O6^M+K;C40H52O5^M+H;C33H56O10^M+H	543.339660644531	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5733.064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2078.8916	0.0	0.0	2736.3759999999997	2964.0435	3932.5479	0.0	0.0	0.0	0.0	3190.7495	0.0	3399.8215	2644.531	0.0	670.018
C27H55O11P^M+Na;C29H53O11P^M+H;C36H48O8^M+H	609.345947265625	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30341.441000000003	0.0	676.577
C43H72NO6P^M+K;C39H72NO10P^M+Na;C41H70NO10P^M+H	207.10541534423803	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1296.075	2022.9939	879.16095	0.0	961.6012	1451.5798	1010.8811	742.7702	891.77155	892.37305	625.99005	1348.3346	1014.34296	709.4349	1085.5881	931.7083	941.1625	676.49
C43H72NO6P^M+K;C39H72NO10P^M+Na;C41H70NO10P^M+H	251.132080078125	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1203.4806	2318.769	597.992	0.0	842.6573	1342.8218	714.94336	880.4789400000001	873.8797599999999	899.8402	563.2992	1022.852	1048.243	770.3536	918.4173	716.6249	1133.1919	676.49
C43H72NO6P^M+K;C39H72NO10P^M+Na;C41H70NO10P^M+H	295.15679931640597	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	614.0739	1162.995	384.51135	0.0	296.78635	601.81805	420.06122	410.59985	297.9998	446.875	196.32153	618.3323	601.5754400000001	449.5461	647.9273	264.51022	631.1819	676.49
C43H72NO6P^M+K;C39H72NO10P^M+Na;C41H70NO10P^M+H	733.4415893554691	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4144.5615	6895.981	1962.4093	0.0	3453.3572	4377.7163	3091.8245	2497.7612	2361.97	3180.5737	1685.0801	3876.4617	3688.7898	2317.4001	3550.8777	3250.4011	3310.6482	676.49
C43H72NO6P^M+K;C39H72NO10P^M+Na;C41H70NO10P^M+H	768.479217529297	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20366.172	20746.625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	676.49
C43H80NO9P^M+K;C46H76NO8P^M+Na;C48H74NO8P^M+H	807.4957885742191	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7538.602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7374.763000000001	3776.0159	2777.7844	0.0	0.0	3397.895	3626.4807	4306.64	1372.1283	0.0	0.0	0.0	5258.7144	3140.82	5431.316999999999	3470.567	0.0	698.704
C43H80NO9P^M+K;C46H76NO8P^M+Na;C48H74NO8P^M+H	824.5223999023441	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22641.627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	698.704
C26H45NO7S^M+H;C26H46NO7P^M+H;C24H48NO7P^M+Na	311.257965087891	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	611.54034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	438.59365999999994	0.0	0.0	0.0	0.0	867.664
C26H45NO7S^M+H;C26H46NO7P^M+H;C24H48NO7P^M+Na	413.204055786133	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	120.59289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	232.71704	0.0	0.0	0.0	0.0	867.664
C26H45NO7S^M+H;C26H46NO7P^M+H;C24H48NO7P^M+Na	457.23385620117205	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5014.6797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3690.8559999999998	0.0	0.0	0.0	0.0	867.664
C26H45NO7S^M+H;C26H46NO7P^M+H;C24H48NO7P^M+Na	516.3065185546881	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6451.6416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1882.5425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5220.9487	0.0	0.0	0.0	0.0	867.664
C25H49NO4S^M+Na;C23H48NO7P^M+H;C25H49NO5^M+K	310.311126708984	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2692.9963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2599.8115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	964.828
C25H49NO4S^M+Na;C23H48NO7P^M+H;C25H49NO5^M+K	341.306121826172	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38494.312000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33278.965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	964.828
C25H49NO4S^M+Na;C23H48NO7P^M+H;C25H49NO5^M+K	421.272216796875	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2931.914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2203.4970000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	964.828
C25H49NO4S^M+Na;C23H48NO7P^M+H;C25H49NO5^M+K	464.315826416016	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7766.1787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7217.7124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	964.828
C25H49NO4S^M+Na;C23H48NO7P^M+H;C25H49NO5^M+K	482.325775146484	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11618.846000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10205.817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	964.828
C23H48NO7P^M+H;C25H49NO4S^M+Na;C25H49NO5^M+K	464.31497192382795	0	0.0	0.0	0.0	0.0	0.0	0.0	4433.215	0.0	0.0	6412.1104	0.0	6223.198	0.0	0.0	0.0	0.0	0.0	5993.1140000000005	0.0	0.0	0.0	0.0	0.0	7797.689	0.0	0.0	13175.087	9338.907	0.0	0.0	0.0	0.0	0.0	0.0	3395.324	5658.5703	0.0	0.0	7992.585	0.0	0.0	0.0	0.0	0.0	0.0	15188.616000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	877.658
C23H48NO7P^M+H;C25H49NO4S^M+Na;C25H49NO5^M+K	482.325866699219	0	0.0	0.0	0.0	0.0	0.0	0.0	18906.713	0.0	0.0	24988.254	0.0	23200.736	0.0	0.0	0.0	0.0	0.0	22592.472999999998	0.0	0.0	0.0	0.0	0.0	25687.452999999998	0.0	0.0	29855.959	28436.096	0.0	0.0	0.0	0.0	0.0	0.0	17574.512	23909.576	0.0	0.0	28265.404	0.0	0.0	0.0	0.0	0.0	0.0	34534.867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	877.658
C28H56NO7P^M+Na;C30H54NO7P^M+H	554.3626708984381	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2750.0608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	931.457
C28H56NO7P^M+Na;C30H54NO7P^M+H	572.372619628906	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21547.846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	931.457
C25H47NO4^M+K;C28H43NO3^M+Na	292.29986572265597	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	475.73892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	938.331
C25H47NO4^M+K;C28H43NO3^M+Na	310.31103515625	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	320.11066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	938.331
C25H47NO4^M+K;C28H43NO3^M+Na	390.276702880859	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93.75972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	938.331
C25H47NO4^M+K;C28H43NO3^M+Na	446.303833007812	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	274.83105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	938.331
C25H47NO4^M+K;C28H43NO3^M+Na	464.31417846679705	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	450.0045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	938.331
C47H84NO10P^M+H;C45H86NO10P^M+Na	291.232330322266	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2105.2153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2654.5693	0.0	0.0	0.0	0.0	1676.7643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1335.5303	823.1858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	959.747
C47H84NO10P^M+H;C45H86NO10P^M+Na	837.55810546875	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5810.874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8978.582	0.0	0.0	0.0	0.0	4967.404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4665.8574	2652.7998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	959.747
